input,target
96.55,3019.5950000000003
97.69,3005.015
72.07,2281.085
119.38,3740.6399999999994
103.66,3110.35
89.55,2775.505
120.51,3656.8950000000004
105.86,3190.09
104.3,3276.9
93.93,2947.0150000000003
101.06,3128.47
84.74,2580.1099999999997
107.95,3397.2949999999996
96.26,2891.98
101.34,3117.5299999999997
112.02,3457.94
102.85,3229.4449999999997
102.62,3070.77
102.76,3001.4700000000003
92.67,2854.395
108.36,3328.8399999999997
115.43,3546.3050000000003
107.59,3254.5049999999997
108.85,3338.725
91.23,2714.3950000000004
91.32,2814.42
85.59,2691.355
112.32,3420.72
97.46,2901.22
114.0,3508.76
92.18,2825.76
95.62,2931.4700000000003
100.95,3168.975
109.21,3339.0449999999996
100.61,3181.835
102.11,3160.985
100.17,3021.1549999999997
101.77,3167.8849999999993
88.84,2731.69
100.81,3080.2549999999997
98.13,3033.6149999999993
99.43,3058.055
104.92,3133.77
93.19,2820.895
99.15,3105.945
97.03,2984.625
104.17,3235.165
107.85,3363.575
90.45,2871.685
105.86,3196.4500000000003
120.66,3675.77
85.29,2592.355
91.7,2782.81
91.19,2740.895
97.21,2990.5449999999996
116.23,3554.9450000000006
100.13,3093.3549999999996
93.05,2810.6749999999997
106.22,3213.19
94.0,2912.14
111.23,3434.965
103.05,3061.815
113.89,3468.715
93.39,2853.145
130.31,3893.8849999999998
108.25,3349.885
106.55,3338.2850000000003
99.49,2965.575
92.74,2775.7899999999995
91.32,2848.1
98.64,3091.93
92.03,2750.165
102.83,3116.975
91.74,2859.7699999999995
106.21,3261.1949999999997
109.56,3329.62
92.94,2936.2400000000002
111.93,3457.335
97.62,2909.6200000000003
111.55,3430.675
104.38,3136.3999999999996
111.22,3449.99
90.03,2824.975
98.93,3053.015
114.51,3562.335
93.82,2982.6499999999996
79.63,2492.615
80.57,2458.055
74.94,2252.27
78.86,2435.74
95.88,2892.93
112.79,3388.235
95.58,2908.83
103.24,3108.1699999999996
98.9,2962.9900000000002
100.09,3086.075
98.32,2987.0399999999995
98.26,2994.5000000000005
104.61,3209.415
88.24,2627.9199999999996
110.1,3404.24
109.2,3352.7799999999997
98.05,2983.285
108.05,3336.505
92.99,2734.8349999999996
94.63,2996.7949999999996
101.56,3090.91
98.1,2944.6
95.51,2932.3650000000002
93.28,2809.2
94.43,2908.2050000000004
109.39,3381.025
80.57,2412.2549999999997
103.52,3228.7999999999997
97.64,3000.8500000000004
107.28,3318.6499999999996
105.15,3247.085
72.17,2249.495
105.85,3312.4349999999995
103.24,3225.16
100.22,3106.27
95.31,2889.315
108.53,3351.695
95.87,2900.6950000000006
118.35,3573.6249999999995
105.64,3226.7
121.38,3685.49
92.14,2881.3900000000003
82.44,2537.6000000000004
107.15,3289.1650000000004
108.53,3371.965
100.35,3051.7549999999997
84.61,2566.165
95.52,2995.66
106.18,3183.3
98.16,2964.0400000000004
98.84,3020.69
98.25,3075.705
90.66,2791.7999999999997
94.67,2852.825
85.73,2577.1750000000006
117.68,3709.19
95.25,2935.375
104.78,3158.8599999999997
89.78,2761.2
107.95,3488.505
81.27,2578.835
109.21,3276.4149999999995
99.65,3042.905
121.11,3747.685
86.93,2659.485
100.76,3162.37
103.67,3267.1349999999998
112.33,3448.9550000000004
95.77,2965.0049999999997
100.86,3088.63
78.58,2456.58
91.7,2906.37
104.52,3257.9999999999995
111.04,3351.32
97.18,3013.95
120.56,3658.08
117.6,3703.16
99.39,3084.6949999999997
75.86,2364.93
82.22,2520.5099999999998
92.22,2840.7400000000002
111.16,3456.16
103.1,3184.5099999999998
79.06,2519.7
97.71,2956.7749999999996
116.13,3590.9649999999997
96.25,2934.045
92.5,2871.9300000000003
120.55,3601.295
100.53,3153.685
95.21,2930.115
103.5,3122.55
100.17,3113.7549999999997
95.71,2927.865
112.08,3439.0800000000004
111.16,3477.8100000000004
108.41,3268.4550000000004
98.97,3004.1549999999997
111.47,3414.965
99.5,3084.34
104.67,3161.885
110.34,3350.75
108.09,3368.515
117.9,3674.27
104.51,3298.5550000000003
83.16,2544.87
88.4,2592.1400000000003
113.5,3513.07
96.69,2998.245
103.87,3136.2250000000004
91.49,2824.8549999999996
110.01,3386.6450000000004
96.15,2960.565
114.58,3497.28
94.68,2920.4900000000002
111.18,3442.3900000000003
106.74,3188.62
92.78,2893.46
110.99,3386.8749999999995
90.98,2846.4700000000003
91.78,2798.17
107.22,3189.62
93.75,2939.825
94.06,2958.85
96.56,2858.6899999999996
90.0,2706.25
110.45,3385.015
106.09,3171.745
99.31,3093.415
98.92,3010.03
104.5,3201.7599999999998
117.65,3614.9350000000004
108.71,3241.1949999999997
94.92,2872.85
107.77,3397.285
98.81,3068.235
98.01,2964.065
118.66,3704.63
95.81,3054.935
95.21,2986.8149999999996
80.48,2460.7000000000003
85.98,2616.3700000000003
104.51,3206.2050000000004
93.05,2797.5350000000003
105.15,3231.5350000000003
88.85,2675.3449999999993
92.33,2800.365
106.75,3289.715
114.61,3484.905
105.92,3227.08
111.98,3545.88
117.05,3619.585
110.4,3456.8
90.82,2781.75
98.95,3051.925
106.3,3214.7400000000002
95.85,2914.1949999999997
104.52,3193.2599999999998
84.21,2577.725
91.71,2808.9749999999995
105.29,3233.0150000000003
77.63,2374.4849999999997
88.92,2785.5099999999998
99.82,3038.31
82.81,2612.915
100.57,3083.615
92.0,2793.56
97.08,2937.0
97.41,2946.1050000000005
101.89,3123.275
94.36,2954.45
100.9,3019.54
93.99,2937.045
105.56,3246.68
116.94,3543.24
101.97,3069.625
101.7,3151.1899999999996
88.36,2620.14
106.93,3254.1150000000002
92.42,2818.11
91.91,2794.7650000000003
105.57,3264.4649999999997
101.81,3076.435
111.07,3416.3549999999996
114.43,3452.7750000000005
94.6,2900.22
101.28,3147.4700000000003
117.6,3593.18
109.67,3386.305
107.13,3289.0849999999996
113.06,3455.85
93.95,2892.975
106.37,3247.9350000000004
114.09,3392.865
116.21,3501.3349999999996
91.94,2822.63
97.48,2862.55
103.83,3226.585
97.11,2913.175
96.08,2953.4900000000002
106.84,3307.2
96.47,2931.255
82.12,2598.1600000000003
103.62,3127.6300000000006
95.76,2997.6100000000006
92.68,2842.61
84.34,2588.45
110.14,3421.19
77.73,2412.715
83.01,2481.3550000000005
97.24,3056.52
112.29,3500.485
113.1,3475.5299999999997
88.45,2713.275
98.22,3067.2599999999998
84.9,2684.7400000000002
110.11,3401.205
85.23,2569.2250000000004
98.57,3029.205
110.33,3424.175
97.78,2959.0
114.7,3469.0299999999997
91.3,2821.3
103.69,3192.435
108.53,3346.575
98.6,3102.84
113.86,3387.9900000000002
105.48,3237.92
83.63,2570.5449999999996
139.59,4280.355
106.49,3261.9749999999995
101.07,3160.1949999999997
86.01,2674.255
100.82,3074.1599999999994
95.4,2912.65
106.44,3273.05
103.72,3183.64
118.53,3707.355
101.42,3004.0899999999997
105.14,3153.23
103.72,3270.01
98.52,3038.1799999999994
98.17,3046.565
111.01,3465.8450000000003
107.8,3216.22
93.71,2925.575
88.87,2673.665
99.33,3020.605
111.61,3469.705
99.72,3000.51
117.46,3638.62
92.25,2897.365
101.42,3092.4
74.84,2278.58
94.04,2906.0800000000004
96.91,3021.5850000000005
105.11,3228.355
117.11,3522.315
100.35,3144.375
114.54,3526.4700000000003
106.62,3142.7000000000003
109.86,3317.71
95.34,2888.02
113.85,3453.365
89.27,2758.4449999999997
104.95,3195.9649999999997
90.48,2833.9100000000003
94.82,2961.6699999999996
85.39,2619.635
94.84,2867.81
103.51,3193.355
99.31,3071.885
86.52,2710.7499999999995
114.71,3490.245
103.37,3165.655
110.08,3334.91
107.85,3275.7449999999994
93.35,2923.0449999999996
80.55,2544.895
90.85,2754.685
112.25,3405.015
89.46,2701.5999999999995
108.16,3244.58
93.88,2898.7999999999997
103.93,3211.2550000000006
81.76,2533.19
111.67,3417.9249999999997
99.6,3073.58
108.86,3350.61
101.9,3210.65
107.98,3330.76
98.98,3097.7700000000004
107.43,3362.965
84.9,2617.4100000000003
89.19,2683.755
107.25,3312.5550000000003
99.61,3074.955
97.71,3130.4149999999995
98.2,3044.74
105.02,3160.68
94.07,2853.245
105.1,3273.5299999999997
90.84,2776.9
95.93,2878.8450000000003
109.85,3400.865
110.71,3432.1049999999996
89.03,2719.965
108.39,3357.615
89.61,2766.195
107.33,3372.555
81.01,2443.0750000000003
88.83,2779.105
94.91,2953.275
98.34,3090.3
114.24,3487.0299999999993
109.04,3314.17
115.75,3623.505
112.07,3473.805
97.17,2949.935
97.34,3041.3399999999997
110.69,3467.295
100.4,3121.6700000000005
98.43,2999.885
86.65,2710.935
98.94,2949.54
72.09,2254.155
95.44,2992.4100000000003
90.2,2767.39
106.93,3291.3650000000002
95.21,2913.975
96.71,2950.0249999999996
113.47,3454.265
89.51,2752.6150000000002
103.17,3139.915
81.05,2565.8050000000003
100.9,3021.83
104.1,3279.2799999999997
108.6,3304.0299999999997
91.01,2778.605
103.2,3140.12
103.18,3138.78
99.81,2961.855
101.5,3140.3700000000003
104.64,3222.46
103.98,3140.8700000000003
90.04,2696.55
88.04,2693.57
125.06,3786.35
119.2,3700.2699999999995
86.08,2550.6400000000003
104.5,3148.44
106.27,3222.4749999999995
107.51,3340.9350000000004
101.4,3120.2200000000003
90.73,2794.9550000000004
98.18,2996.59
95.09,2961.865
101.34,3062.8399999999997
97.32,3007.8099999999995
98.68,2966.57
110.19,3393.805
112.31,3435.595
88.19,2755.5150000000003
95.4,2874.67
92.09,2793.175
112.24,3403.3699999999994
99.41,3098.905
114.49,3437.5049999999997
95.22,2973.31
100.26,3089.92
86.51,2702.0750000000003
113.03,3435.025
96.37,2955.1450000000004
85.15,2724.675
94.08,2859.4
76.95,2395.1749999999997
99.68,3045.32
101.12,3026.51
102.88,3112.4
114.98,3540.87
96.99,2975.5449999999996
108.07,3188.6549999999997
103.12,3193.8600000000006
98.07,2977.615
79.23,2482.945
109.48,3322.3600000000006
94.96,3037.97
100.18,3011.13
87.3,2716.71
102.83,3119.125
101.08,3100.88
100.29,3028.8450000000003
98.65,3104.875
110.49,3388.785
109.66,3449.2599999999998
107.26,3296.98
133.21,4017.3850000000007
94.0,2841.1600000000003
96.2,2933.37
89.85,2837.535
104.36,3331.99
93.13,2855.2349999999997
73.02,2256.02
87.87,2739.2550000000006
100.72,3038.24
110.1,3379.2899999999995
84.43,2624.8750000000005
93.88,2901.8399999999997
98.61,3018.855
92.71,2791.375
105.31,3238.525
100.04,3117.59
103.21,3154.1449999999995
92.75,2860.855
115.37,3633.665
100.0,3079.6
112.94,3507.4
95.61,2887.465
105.9,3216.3100000000004
93.21,2836.475
90.49,2729.935
92.96,2807.1499999999996
99.54,2977.4600000000005
97.81,2978.815
115.39,3589.765
88.51,2753.4950000000003
89.1,2768.45
117.0,3640.18
106.09,3204.5249999999996
81.19,2471.775
104.97,3195.555
102.37,3088.695
78.56,2414.79
96.3,2919.82
99.83,3112.9449999999997
107.31,3245.435
109.54,3389.1500000000005
100.96,3188.7599999999998
110.33,3325.7749999999996
98.54,3000.42
91.43,2786.2450000000003
90.66,2729.46
105.43,3234.0650000000005
80.42,2507.34
106.78,3258.51
88.93,2708.6150000000002
96.41,2981.025
105.05,3233.165
112.18,3387.78
80.59,2599.4449999999997
91.94,2816.29
100.49,3083.9549999999995
94.04,2873.13
108.62,3321.7100000000005
79.14,2397.86
103.62,3265.88
104.26,3116.31
100.49,3085.0249999999996
111.02,3437.0099999999998
87.7,2623.33
111.09,3452.895
92.97,2941.4049999999997
107.26,3313.8900000000003
96.76,2988.05
108.14,3303.48
107.8,3308.5499999999997
85.36,2653.2400000000002
98.46,2961.98
99.08,3059.9300000000003
97.62,2990.2400000000007
92.44,2803.38
118.51,3596.105
102.09,3180.9649999999997
115.55,3501.995
94.31,2960.425
89.38,2745.8099999999995
101.32,3104.5899999999997
94.37,2840.2250000000004
123.9,3744.4900000000002
102.45,3159.915
111.53,3412.375
97.76,3011.55
96.74,3017.38
99.69,3101.215
103.56,3155.06
108.5,3472.7999999999997
98.78,3180.95
93.19,2894.6150000000002
89.32,2655.8199999999997
99.23,2988.2050000000004
105.73,3267.4950000000003
104.58,3183.3700000000003
99.82,3057.2099999999996
94.0,2787.49
101.47,3137.125
105.72,3307.21
99.63,2987.6549999999997
101.12,3083.5900000000006
98.49,3011.775
109.15,3227.6350000000007
95.62,2923.56
101.86,3090.81
103.94,3129.55
107.26,3262.3700000000003
114.96,3537.19
106.75,3295.605
105.99,3271.1849999999995
85.3,2598.21
106.06,3217.46
122.94,3791.63
91.7,2802.32
89.8,2819.3700000000003
97.85,3065.9649999999997
110.21,3347.3549999999996
105.25,3152.785
95.23,2931.385
99.64,3019.23
110.37,3418.4550000000004
106.73,3309.5650000000005
124.29,3752.245
110.06,3449.64
103.54,3263.55
106.15,3274.215
96.51,3001.1550000000007
90.22,2757.23
101.72,3077.77
104.91,3300.975
86.05,2665.805
94.78,2905.19
96.31,2936.0150000000003
102.66,3179.11
97.4,2983.11
104.45,3176.4249999999997
100.98,3084.4400000000005
110.6,3377.31
82.89,2526.2949999999996
116.57,3575.2149999999997
114.18,3462.38
100.5,3059.08
106.5,3361.86
106.07,3239.975
92.63,2944.845
101.65,3069.3250000000003
107.78,3341.7599999999998
103.1,3172.62
110.51,3474.2750000000005
100.95,3083.3849999999998
100.81,3169.515
92.32,2795.96
96.35,2964.5049999999997
95.4,2886.82
117.05,3588.5950000000003
102.41,3135.325
90.01,2701.6050000000005
103.99,3099.0949999999993
98.08,3049.17
69.46,2161.69
104.8,3188.7999999999997
84.47,2571.005
105.78,3212.16
90.39,2761.9449999999997
85.42,2631.34
104.94,3249.71
85.06,2592.2299999999996
95.53,2932.5150000000003
102.04,3140.3900000000003
106.12,3219.5900000000006
107.45,3264.9049999999997
99.64,3057.2200000000003
91.68,2845.38
119.24,3644.58
93.94,2913.93
118.04,3607.09
95.47,2885.675
111.61,3440.305
110.7,3318.37
89.54,2658.17
103.55,3191.9049999999997
107.55,3201.815
107.01,3247.4350000000004
98.01,3063.065
103.02,3188.0999999999995
96.05,2904.775
88.28,2708.82
109.84,3292.5699999999997
94.4,2857.1200000000003
113.8,3492.59
106.02,3282.5799999999995
91.07,2802.4349999999995
98.39,3010.825
97.14,2970.79
91.29,2802.155
105.01,3258.8050000000003
95.21,2975.3849999999998
116.32,3601.91
108.61,3340.185
91.2,2830.2000000000003
99.81,3089.375
97.73,2964.545
84.35,2581.9649999999997
109.31,3314.5249999999996
109.5,3315.12
109.26,3442.4200000000005
95.43,2976.1850000000004
110.69,3379.445
97.9,2994.2000000000003
109.35,3348.555
118.13,3627.765
101.4,3067.51
85.81,2703.9049999999997
96.83,2918.075
106.41,3316.215
112.2,3463.9199999999996
88.66,2682.16
98.09,3016.465
102.33,3044.025
104.35,3211.325
109.1,3388.2099999999996
90.52,2743.2099999999996
95.77,2942.8549999999996
110.08,3262.13
103.92,3143.3599999999997
104.48,3140.9000000000005
111.25,3456.135
101.04,3107.71
105.28,3215.3599999999997
96.85,2944.1049999999996
86.55,2641.025
87.05,2702.625
100.74,3036.2299999999996
98.0,3056.4900000000002
93.45,2897.785
103.18,3207.8
91.1,2784.0499999999997
101.11,3150.3050000000003
99.8,3104.34
91.6,2833.29
77.02,2428.0999999999995
114.57,3513.4049999999997
103.17,3179.165
73.36,2312.23
95.74,3027.7
103.94,3108.4900000000002
97.72,3052.88
105.8,3182.67
90.27,2805.4649999999997
101.75,3105.755
99.47,3080.5150000000003
98.17,2995.0950000000003
97.79,3013.3250000000003
102.0,3152.79
109.33,3336.0150000000003
94.7,2929.2
95.93,2925.145
101.61,3149.035
98.8,3101.71
103.86,3191.25
107.18,3286.58
112.91,3369.1450000000004
98.84,2997.9199999999996
77.23,2349.9950000000003
99.3,3031.9
103.54,3114.44
98.13,2961.7849999999994
