input,target
113.31,3426.505
97.13,2934.975
106.8,3211.21
96.8,2983.2200000000003
87.27,2616.0249999999996
103.14,3153.68
105.03,3222.955
112.93,3497.695
98.9,3041.4700000000003
93.83,2897.885
105.63,3267.4349999999995
102.41,3142.645
102.81,3173.875
99.27,2998.745
111.6,3385.0299999999997
103.69,3277.425
119.05,3650.435
111.11,3373.325
106.59,3339.9849999999997
83.73,2565.925
106.02,3221.2899999999995
104.2,3125.65
108.11,3356.325
110.44,3334.1
95.99,2920.745
108.24,3353.5199999999995
94.38,2907.7699999999995
119.55,3661.955
86.68,2653.0400000000004
82.39,2590.195
83.49,2677.955
91.09,2770.805
88.81,2757.1549999999997
119.56,3763.02
96.74,3024.5199999999995
86.57,2626.0449999999996
111.14,3388.24
94.13,2861.0649999999996
87.63,2647.0449999999996
108.76,3305.9800000000005
106.23,3273.1050000000005
95.65,2907.9750000000004
114.08,3543.25
101.29,3115.505
116.17,3543.325
105.03,3267.715
115.59,3561.4449999999997
101.09,3116.4849999999997
87.8,2749.9
124.49,3845.6049999999996
94.54,2898.03
98.01,3056.1850000000004
93.0,2871.97
97.97,3153.955
102.43,3199.045
102.02,3189.2699999999995
106.61,3336.155
117.92,3620.5499999999997
98.8,3099.04
87.67,2695.105
88.18,2667.9300000000003
93.34,2838.67
83.26,2585.8300000000004
108.25,3243.565
95.02,2928.5299999999997
96.89,2938.725
99.98,3105.3
86.03,2606.605
91.39,2901.015
106.75,3314.265
106.19,3195.355
95.57,3022.825
118.11,3610.995
86.94,2635.3
96.55,2913.585
97.69,3027.935
72.07,2293.365
119.38,3632.1699999999996
103.66,3131.75
89.55,2694.2850000000003
120.51,3770.3750000000005
105.86,3332.27
104.3,3183.73
93.93,2911.755
101.06,3102.18
84.74,2601.5399999999995
107.95,3360.6749999999997
96.26,2977.9800000000005
101.34,3127.3399999999997
112.02,3421.9799999999996
102.85,3197.705
102.62,3135.8100000000004
102.76,3156.6800000000003
92.67,2857.4049999999997
108.36,3264.92
115.43,3525.6650000000004
107.59,3285.865
108.85,3344.9849999999997
91.23,2746.925
91.32,2745.93
85.59,2711.665
112.32,3503.58
97.46,3036.9799999999996
114.0,3588.24
92.18,2852.4700000000003
95.62,2931.86
100.95,3123.085
109.21,3256.9449999999997
100.61,3033.705
102.11,3172.285
100.17,3076.815
101.77,3060.1049999999996
88.84,2762.5499999999997
100.81,3144.6549999999997
98.13,3046.3549999999996
99.43,3051.105
104.92,3178.2599999999998
93.19,2867.675
99.15,3065.425
97.03,2961.485
104.17,3227.335
107.85,3325.1449999999995
90.45,2795.3849999999998
105.86,3147.1
120.66,3754.1800000000003
85.29,2707.565
91.7,2796.73
91.19,2727.455
97.21,3016.8549999999996
116.23,3541.735
100.13,3025.615
93.05,2918.915
106.22,3190.54
94.0,2922.87
111.23,3350.1250000000005
103.05,3236.135
113.89,3519.475
93.39,2855.525
130.31,4001.9249999999997
108.25,3350.725
106.55,3311.265
99.49,3095.8349999999996
92.74,2875.91
91.32,2781.39
98.64,3061.72
92.03,2761.345
102.83,3206.515
91.74,2861.72
106.21,3329.1049999999996
109.56,3332.14
92.94,2863.98
111.93,3476.775
97.62,3013.3
111.55,3400.945
104.38,3218.9599999999996
111.22,3415.61
90.03,2815.705
98.93,3005.945
114.51,3529.525
93.82,2896.16
79.63,2486.5849999999996
80.57,2473.745
74.94,2312.04
78.86,2421.68
95.88,2946.0399999999995
112.79,3460.5150000000003
95.58,2918.85
103.24,3310.18
98.9,2994.2500000000005
100.09,3014.075
98.32,2978.9799999999996
98.26,2981.4300000000003
104.61,3211.175
88.24,2782.87
110.1,3462.47
109.2,3362.47
98.05,2885.6150000000002
108.05,3334.745
92.99,2790.6649999999995
94.63,2881.1749999999997
101.56,3060.09
98.1,3033.33
95.51,2901.7250000000004
93.28,2903.65
94.43,2923.985
109.39,3344.395
80.57,2481.415
103.52,3223.2299999999996
97.64,2979.41
107.28,3337.82
105.15,3226.1050000000005
72.17,2234.6549999999997
105.85,3288.3849999999998
103.24,3235.3999999999996
100.22,3102.75
95.31,2929.875
108.53,3366.195
95.87,2866.7650000000003
118.35,3711.6249999999995
105.64,3175.75
121.38,3767.2799999999997
92.14,2802.06
82.44,2559.78
107.15,3282.2450000000003
108.53,3345.345
100.35,3040.6349999999998
84.61,2492.575
95.52,2953.6899999999996
106.18,3228.46
98.16,2981.4500000000003
98.84,2998.35
98.25,3115.845
90.66,2756.02
94.67,2923.775
85.73,2576.7450000000003
117.68,3685.3900000000003
95.25,2897.315
104.78,3085.7599999999998
89.78,2893.89
107.95,3257.565
81.27,2564.1849999999995
109.21,3387.555
99.65,3091.9350000000004
121.11,3702.285
86.93,2680.8250000000003
100.76,3154.38
103.67,3166.8849999999998
112.33,3458.635
95.77,2987.3949999999995
100.86,3100.4
78.58,2395.44
91.7,2889.43
104.52,3224.9399999999996
111.04,3400.46
97.18,2945.2000000000003
120.56,3646.7999999999997
117.6,3651.49
99.39,3098.855
75.86,2225.19
82.22,2496.94
92.22,2880.95
111.16,3531.6
103.1,3272.0699999999997
79.06,2478.42
97.71,3068.825
116.13,3535.595
96.25,2994.355
92.5,2779.39
120.55,3668.685
100.53,3102.215
95.21,3032.305
103.5,3214.15
100.17,3088.875
95.71,2930.6549999999997
112.08,3372.32
111.16,3440.52
108.41,3309.0550000000003
98.97,3050.535
111.47,3375.3650000000002
99.5,3060.81
104.67,3135.585
110.34,3410.5699999999997
108.09,3382.7349999999997
117.9,3661.65
104.51,3313.2450000000003
83.16,2572.61
88.4,2741.4700000000003
113.5,3507.49
96.69,2925.0550000000003
103.87,3295.695
91.49,2859.8749999999995
110.01,3363.1650000000004
96.15,2907.4350000000004
114.58,3543.77
94.68,2950.6200000000003
111.18,3417.88
106.74,3284.87
92.78,2840.38
110.99,3405.055
90.98,2861.6500000000005
91.78,2889.32
107.22,3215.2
93.75,2886.315
94.06,2828.62
96.56,2898.2999999999997
90.0,2794.3
110.45,3346.645
106.09,3098.075
99.31,3081.215
98.92,3101.17
104.5,3309.19
117.65,3588.5150000000003
108.71,3407.9249999999997
94.92,2784.0099999999998
107.77,3254.8149999999996
98.81,3059.6549999999997
98.01,3032.885
118.66,3705.15
95.81,2990.035
95.21,2919.825
80.48,2551.1000000000004
85.98,2676.7100000000005
104.51,3293.405
93.05,2817.815
105.15,3242.0850000000005
88.85,2708.4449999999997
92.33,2876.3650000000002
106.75,3264.895
114.61,3503.015
105.92,3184.24
111.98,3450.8
117.05,3645.795
110.4,3437.61
90.82,2639.2099999999996
98.95,2956.995
106.3,3362.4100000000003
95.85,2934.0449999999996
104.52,3200.41
84.21,2646.6749999999997
91.71,2826.9849999999997
105.29,3199.715
77.63,2377.225
88.92,2826.92
99.82,2995.4399999999996
82.81,2610.765
100.57,3071.765
92.0,2812.44
97.08,3074.09
97.41,2958.8650000000002
101.89,3169.395
94.36,2879.83
100.9,3025.8500000000004
93.99,2878.3949999999995
105.56,3298.0299999999997
116.94,3577.38
101.97,3157.555
101.7,3131.2799999999997
88.36,2717.32
106.93,3260.4950000000003
92.42,2845.4
91.91,2721.6150000000002
105.57,3217.4649999999997
101.81,3035.005
111.07,3421.115
114.43,3527.8450000000003
94.6,2865.4999999999995
101.28,3149.11
117.6,3626.5899999999997
109.67,3379.615
107.13,3269.3949999999995
113.06,3491.97
93.95,2938.185
106.37,3231.2650000000003
114.09,3458.9049999999997
116.21,3623.8549999999996
91.94,2708.25
97.48,2862.28
103.83,3096.0750000000003
97.11,2990.945
96.08,2958.06
106.84,3303.45
96.47,2966.135
82.12,2601.53
103.62,3259.2000000000003
95.76,2998.63
92.68,2788.9500000000003
84.34,2610.5499999999997
110.14,3335.96
77.73,2365.7250000000004
83.01,2500.635
97.24,2986.3599999999997
112.29,3472.0550000000003
113.1,3473.4799999999996
88.45,2658.055
98.22,2939.41
84.9,2571.3500000000004
110.11,3339.475
85.23,2658.7250000000004
98.57,3010.4249999999997
110.33,3375.635
97.78,2994.44
114.7,3573.19
91.3,2886.46
103.69,3203.895
108.53,3317.745
98.6,3097.43
113.86,3514.64
105.48,3216.09
83.63,2621.245
139.59,4287.855
106.49,3196.245
101.07,3133.9849999999997
86.01,2658.295
100.82,3002.18
95.4,2822.15
106.44,3273.2400000000002
103.72,3217.63
118.53,3665.595
101.42,3045.2599999999998
105.14,3209.42
103.72,3216.79
98.52,2948.0699999999997
98.17,3018.445
111.01,3416.4750000000004
107.8,3354.09
93.71,2755.4649999999997
88.87,2737.7850000000003
99.33,3150.475
111.61,3393.045
99.72,3045.65
117.46,3650.2299999999996
92.25,2795.465
101.42,3171.16
74.84,2329.65
94.04,2809.5200000000004
96.91,2980.7850000000003
105.11,3152.905
117.11,3639.485
100.35,2996.6449999999995
114.54,3422.88
106.62,3215.0400000000004
109.86,3330.58
95.34,2993.62
113.85,3491.515
89.27,2757.285
104.95,3274.7149999999997
90.48,2744.7500000000005
94.82,2883.0899999999997
85.39,2582.025
94.84,2951.87
103.51,3258.715
99.31,3061.895
86.52,2627.7
114.71,3492.6349999999998
103.37,3117.1650000000004
110.08,3414.0
107.85,3256.2749999999996
93.35,2854.4449999999997
80.55,2418.3250000000003
90.85,2695.955
112.25,3316.625
89.46,2704.0299999999997
108.16,3329.78
93.88,2867.45
103.93,3178.6850000000004
81.76,2460.11
111.67,3379.355
99.6,3004.41
108.86,3350.79
101.9,3230.3300000000004
107.98,3306.57
98.98,2970.4300000000003
107.43,3360.2450000000003
84.9,2559.5200000000004
89.19,2768.175
107.25,3268.995
99.61,3062.155
97.71,3171.785
98.2,2977.72
105.02,3193.7799999999997
94.07,2907.895
105.1,3224.45
90.84,2770.3199999999997
95.93,2911.445
109.85,3399.9449999999997
110.71,3450.5249999999996
89.03,2687.815
108.39,3269.075
89.61,2844.605
107.33,3222.305
81.01,2526.5750000000003
88.83,2751.275
94.91,2859.605
98.34,3057.3399999999997
114.24,3449.16
109.04,3291.2400000000002
115.75,3480.895
112.07,3479.845
97.17,2961.215
97.34,3043.13
110.69,3355.535
100.4,3112.9300000000003
98.43,3092.485
86.65,2658.525
98.94,2981.4
72.09,2201.615
95.44,2993.76
90.2,2808.0499999999997
106.93,3262.065
95.21,2836.685
96.71,3005.435
113.47,3562.385
89.51,2832.485
103.17,3188.325
81.05,2482.475
100.9,3058.1400000000003
104.1,3166.4199999999996
108.6,3249.81
91.01,2902.5350000000003
103.2,3166.25
103.18,3286.21
99.81,3060.485
101.5,3034.83
104.64,3304.6
103.98,3148.4000000000005
90.04,2744.32
88.04,2787.65
125.06,3907.27
119.2,3554.29
86.08,2645.4900000000002
104.5,3152.77
106.27,3288.1949999999997
107.51,3389.6650000000004
101.4,3086.8300000000004
90.73,2861.925
98.18,2968.0600000000004
95.09,3028.855
101.34,3069.5899999999997
97.32,2965.0899999999997
98.68,3044.59
110.19,3310.765
112.31,3522.935
88.19,2656.295
95.4,2960.4
92.09,2764.285
112.24,3448.8099999999995
99.41,3051.475
114.49,3492.535
95.22,2948.67
100.26,3022.09
86.51,2734.6450000000004
113.03,3477.535
96.37,2819.715
85.15,2717.3550000000005
94.08,2912.08
76.95,2444.6549999999997
99.68,3051.3900000000003
101.12,2991.03
102.88,3136.85
114.98,3465.59
96.99,2976.2749999999996
108.07,3291.995
103.12,3175.61
98.07,2922.915
79.23,2439.2050000000004
109.48,3336.1600000000003
94.96,2947.9599999999996
100.18,2990.8700000000003
87.3,2661.4
102.83,3239.235
101.08,3043.89
100.29,3115.7450000000003
98.65,3095.3550000000005
110.49,3389.4449999999997
109.66,3414.06
107.26,3343.5000000000005
133.21,4161.395
94.0,2868.61
96.2,2948.49
89.85,2800.6349999999998
104.36,3165.7
93.13,2862.865
73.02,2212.18
87.87,2583.5850000000005
100.72,3108.71
110.1,3463.1699999999996
84.43,2576.5150000000003
93.88,2887.5499999999997
98.61,3004.945
92.71,2810.6049999999996
105.31,3238.765
100.04,3124.8700000000003
103.21,3278.6949999999997
92.75,2890.195
115.37,3490.715
100.0,2998.65
112.94,3530.01
95.61,2951.945
105.9,3219.4300000000003
93.21,2810.095
90.49,2739.555
92.96,2916.95
99.54,3054.8500000000004
97.81,2933.185
115.39,3583.025
88.51,2735.0650000000005
89.1,2722.99
117.0,3618.89
106.09,3214.365
81.19,2544.495
104.97,3150.3450000000003
102.37,3097.1150000000002
78.56,2347.24
96.3,2936.32
99.83,3026.945
107.31,3274.825
109.54,3361.21
100.96,3126.99
110.33,3392.395
98.54,3038.0600000000004
91.43,2888.835
90.66,2771.81
105.43,3162.695
80.42,2520.38
106.78,3368.58
88.93,2741.7250000000004
96.41,3002.485
105.05,3191.245
112.18,3450.7700000000004
80.59,2509.845
91.94,2843.1
100.49,3057.9649999999997
94.04,2969.7500000000005
108.62,3341.55
79.14,2480.28
103.62,3200.7000000000003
104.26,3243.61
100.49,3131.6049999999996
111.02,3395.2999999999997
87.7,2736.5299999999997
111.09,3516.265
92.97,2955.535
107.26,3329.63
96.76,3055.5400000000004
108.14,3252.87
107.8,3381.52
85.36,2627.22
98.46,2933.68
99.08,3050.2000000000003
97.62,3046.2200000000003
92.44,2804.62
118.51,3731.4150000000004
102.09,3201.205
115.55,3480.515
94.31,2946.9049999999997
89.38,2751.6899999999996
101.32,3082.68
94.37,2882.4550000000004
123.9,3776.7000000000003
102.45,3083.915
111.53,3399.245
97.76,3036.3100000000004
96.74,3041.87
99.69,3133.465
103.56,3149.91
108.5,3323.39
98.78,2989.82
93.19,2913.795
89.32,2661.85
99.23,2978.3550000000005
105.73,3212.9750000000004
104.58,3222.26
99.82,3048.45
94.0,2888.65
101.47,3117.215
105.72,3256.12
99.63,3006.995
101.12,3087.1900000000005
98.49,3052.825
109.15,3363.0850000000005
95.62,2991.0800000000004
101.86,3089.42
103.94,3235.48
107.26,3364.76
114.96,3519.1499999999996
106.75,3289.175
105.99,3263.955
85.3,2648.4300000000003
106.06,3274.23
122.94,3843.14
91.7,2842.52
89.8,2802.13
97.85,3021.0049999999997
110.21,3329.3149999999996
105.25,3251.795
95.23,2913.0150000000003
99.64,3027.27
110.37,3341.5650000000005
106.73,3271.7450000000003
124.29,3780.4750000000004
110.06,3478.81
103.54,3257.8100000000004
106.15,3244.2250000000004
96.51,2999.0150000000003
90.22,2829.56
101.72,3113.82
104.91,3312.165
86.05,2690.635
94.78,2905.7
96.31,2867.495
102.66,3102.83
97.4,3006.63
104.45,3183.815
100.98,3098.8500000000004
110.6,3353.93
82.89,2560.495
116.57,3552.4649999999997
114.18,3424.8500000000004
100.5,3068.17
106.5,3239.65
106.07,3177.555
92.63,2916.3749999999995
101.65,3116.525
107.78,3290.95
103.1,3202.0699999999997
110.51,3386.425
100.95,3137.335
100.81,3020.6749999999997
92.32,2783.93
96.35,2985.935
95.4,3004.2900000000004
117.05,3591.525
102.41,3154.3250000000003
90.01,2724.135
103.99,3190.1949999999997
98.08,2975.9900000000002
69.46,2130.5199999999995
104.8,3252.51
84.47,2496.395
105.78,3256.94
90.39,2736.665
85.42,2592.98
104.94,3277.58
85.06,2629.1
95.53,2980.345
102.04,3044.03
106.12,3236.15
107.45,3274.545
99.64,3029.55
91.68,2838.2500000000005
119.24,3701.62
93.94,2829.83
118.04,3572.09
95.47,2869.235
111.61,3481.485
110.7,3370.61
89.54,2745.9
103.55,3161.665
107.55,3252.0950000000003
107.01,3302.465
98.01,3028.4550000000004
103.02,3209.18
96.05,2938.255
88.28,2697.69
109.84,3340.8399999999997
94.4,2973.61
113.8,3541.28
106.02,3251.5899999999997
91.07,2830.0849999999996
98.39,2991.605
97.14,3085.49
91.29,2774.7650000000003
105.01,3203.8250000000003
95.21,2905.3549999999996
116.32,3652.8199999999997
108.61,3339.985
91.2,2855.8199999999997
99.81,3058.705
97.73,2940.1150000000002
84.35,2631.4449999999997
109.31,3322.6349999999998
109.5,3293.82
109.26,3331.63
95.43,2962.195
110.69,3484.255
97.9,2936.5800000000004
109.35,3245.225
118.13,3669.475
101.4,3127.7000000000003
85.81,2609.035
96.83,2994.235
106.41,3301.975
112.2,3537.7
88.66,2717.61
98.09,3075.7349999999997
102.33,3118.475
104.35,3177.1949999999997
109.1,3368.74
90.52,2725.1099999999997
95.77,2875.8849999999998
110.08,3425.6
103.92,3091.41
104.48,3212.3100000000004
111.25,3396.885
101.04,3083.07
105.28,3164.42
96.85,2872.1249999999995
86.55,2626.725
87.05,2616.765
100.74,3071.2999999999997
98.0,3013.4
93.45,2833.1349999999998
103.18,3113.36
91.1,2813.0499999999997
101.11,3065.765
99.8,3015.92
91.6,2798.8399999999997
77.02,2383.3799999999997
114.57,3619.825
103.17,3247.365
73.36,2194.31
95.74,2873.8599999999997
103.94,3193.41
97.72,3028.31
105.8,3240.31
90.27,2881.8549999999996
101.75,3182.225
99.47,3135.835
98.17,2993.295
97.79,2957.755
102.0,3077.49
109.33,3348.875
94.7,2845.43
95.93,2914.175
101.61,3097.565
98.8,3080.61
103.86,3164.09
107.18,3218.6400000000003
112.91,3441.385
98.84,3044.0499999999997
77.23,2403.5650000000005
99.3,3002.57
103.54,3210.34
98.13,3082.305
